playerID,nameFirst,nameLast
connege01,gene,connell
connejo01,joe,connell
connepe01,peter,connell
connest01,steve,connelly
connete01,terry,connell
conneto01,tom,connelly
connobi01,bill,connors
connobu01,bud,connolly
connoch01,chuck,connors
connoed02,ed,connolly
connoje01,jerry,connors
connoji01,jim,connor
connojo01,joe,connors
connojo02,john,connor
connojo03,joe,connor
connojo05,joe,connolly
connome01,merv,connors
connone01,ned,connor
connore01,red,connally
connoro01,roger,connor
connoto01,tom,connolly
connoto99,tommy,connolly
conovte01,theodore,conover
conrabr01,brooks,conrad
conrobe01,ben,conroy
conrobi02,bill,conroy
conroti01,tim,conroy
conrowi01,wid,conroy
consobi01,billy,consolo
constji01,jim,constable
constjo01,jose,constanza
consusa01,sandy,consuegra
contija01,jason,conti
contrca01,carlos,contreras
contrjo01,jose,contreras
contrna01,nardi,contreras
contrwi01,willson,contreras
conveji01,jim,converse
conwabi01,bill,conway
conwach01,charles,conway
conwadi01,dick,conway
conwaja01,jack,conway
conwaje01,jerry,conway
conwaji01,jim,conway
conwaow01,owen,conway
conwape01,pete,conway
conwari01,rip,conway
conweed01,ed,conwell
conyehe01,herb,conyers
conzejo01,joe,conzelman
coogada01,dan,coogan
coogada02,dale,coogan
cookaa01,aaron,cook
cookan01,andy,cook
cookcl01,cliff,cook
cookde01,dennis,cook
cookdo01,doc,cook
cookea01,earl,cook
cookedu01,dusty,cooke
cookefr01,fred,cooke
cookest01,steve,cooke
cookgl01,glen,cook
cookji01,jim,cook
cookmi01,mike,cook
cookpa01,paul,cook
cookro01,rollin,cook
cookro02,ron,cook
cookry01,ryan,cook
cooksbr01,brent,cookson
coolbmi01,mike,coolbaugh
coolbsc01,scott,coolbaugh
cooledu01,duff,cooley
coombbo01,bobby,coombs
coombce01,cecil,coombs
coombda01,danny,coombs
coombja01,jack,coombs
coomero01,ron,coomer
coonebi01,bill,cooney
coonebo01,bob,cooney
cooneji02,jimmy,cooney
coonejo01,johnny,cooney
cooneph01,phil,cooney
cooneti01,tim,cooney
coonwi01,william,coon
coopean99,andy,cooper
coopebr01,brian,cooper
coopeca01,cal,cooper
coopece01,cecil,cooper
coopecl01,claude,cooper
coopeda01,david,cooper
coopedo01,don,cooper
coopega02,gary,cooper
coopega03,garrett,cooper
coopegu01,guy,cooper
coopemo01,mort,cooper
coopepa01,pat,cooper
coopesc01,scott,cooper
coopewa01,walker,cooper
coopewi01,wilbur,cooper
copelma01,mays,copeland
copelsc01,scott,copeland
coppiro01,rocky,coppinger
coppohe01,henry,coppola
coquitr01,trace,coquillette
coraal01,alex,cora
corajo01,joey,cora
corbedo01,doug,corbett
corbege01,gene,corbett
corbejo01,joe,corbett
corbesh01,sherman,corbett
corbiar01,archie,corbin
corbicl01,claude,corbitt
corbipa01,patrick,corbin
corbira01,ray,corbin
corcida01,daniel,corcino
corcoar01,art,corcoran
corcoja01,jack,corcoran
corcojo01,john,corcoran
corcola01,larry,corcoran
corcomi01,mike,corcoran
corcomi02,mickey,corcoran
corcoro01,roy,corcoran
corcoti02,tim,corcoran
corcoto01,tommy,corcoran
cordech01,chad,cordero
cordefr01,francisco,cordero
cordefr02,franchy,cordero
cordeji01,jimmy,cordero
cordery01,ryan,cordell
cordewi01,wil,cordero
cordier01,erik,cordier
cordoal01,allen,cordoba
cordofr01,francisco,cordova
cordoma01,marty,cordova
coreybr01,bryan,corey
coreyed01,ed,corey
coreyfr01,fred,corey
coreyma02,mark,corey
corgach01,chuck,corgan
corharo01,roy,corhan
corkhpo01,pop,corkhill
corkimi01,mike,corkins
cormila01,lance,cormier
cormirh01,rheal,cormier
cornebr01,brad,cornett
corneje01,jeff,cornell
cornejo01,john,cornely
cornema01,mardie,cornejo
cornena01,nate,cornejo
cornere01,reid,cornelius
cornute01,terry,cornutt
corpama01,manny,corpas
corpoca01,carlos,corporan
corrapa01,pat,corrales
correca01,carlos,correa
correed01,ed,correa
correke01,kevin,correia
correro01,rod,correia
correvi01,vic,correll
corrifr01,frank,corridon
corrijo01,john,corriden
corriph01,phil,coridan
corrire01,red,corriden
corsiji01,jim,corsi
cortaje01,jess,cortazzo
cortba01,barry,cort
corteda01,david,cortes
corteda02,dan,cortes
cortefe01,fernando,cortez
cortene01,nestor,cortes
corwial01,al,corwin
cosarja01,jarred,cosart
coscajo01,joe,coscarart
coscape01,pete,coscarart
coseyra01,ray,cosey
cosgrmi01,mike,cosgrove
cosmaji01,jim,cosman
costami01,mike,costanzo
costash01,shane,costa
costech01,chris,coste
costeda01,dan,costello
costejo01,john,costello
costoti01,tim,costo
cotahu01,humberto,cota
cotehe01,henry,cote
cotepe01,pete,cote
cothaca01,caleb,cotham
cotteda01,dan,cotter
cottedi01,dick,cotter
cotteed01,ed,cotter
cotteho01,hooks,cotter
cotteto01,tom,cotter
cottich01,chuck,cottier
cottohe01,henry,cotto
cottojh01,jharel,cotton
cottren01,ensign,cottrell
cottsne01,neal,cotts
couchjo01,johnny,couch
couchmi01,mike,couchee
coughbi01,bill,coughlin
coughde01,dennis,coughlin
coughed01,ed,coughlin
coughma01,marlan,coughtry
coughro01,roscoe,coughlin
couloda01,danny,coulombe
coulsbo01,bob,coulson
coultch01,chip,coulter
coumbfr01,fritz,coumbe
counscr01,craig,counsell
courtcl01,clint,courtney
courter01,ernie,courtney
courtha01,harry,courtney
courtjo01,john,courtright
couside01,dee,cousineau
cousisc01,scott,cousins
coutljo01,jon,coutlangus
covelha01,harry,coveleski
covelst01,stan,coveleski
covenja01,jack,coveney
coveydy01,dylan,covey
covinch01,chet,covington
covinsa01,sam,covington
covinte01,tex,covington
covinwe01,wes,covington
cowanbi01,billy,cowan
cowarka01,kaleb,cowart
cowenal01,al,cowens
cowgico01,collin,cowgill
cowlejo01,joe,cowley
coxbi01,bill,cox
coxbi02,billy,cox
coxbo01,bobby,cox
coxca01,casey,cox
coxda01,danny,cox
coxda02,darron,cox
coxdi01,dick,cox
coxer01,ernie,cox
coxfr01,frank,cox
coxge01,george,cox
coxgl01,glenn,cox
coxje01,jeff,cox
coxji01,jim,cox
coxla01,larry,cox
coxle01,les,cox
coxre01,red,cox
coxst01,steve,cox
coxte01,terry,cox
coxte02,ted,cox
coylebi01,bill,coyle
coyneto01,toots,coyne
cozarch01,charlie,cozart
cozarza01,zack,cozart
cozendy01,dylan,cozens
crabbca01,callix,crabbe
crabbro01,roy,crabb
crablge01,george,crable
crabtes01,estel,crabtree
crabtti01,tim,crabtree
craddwa01,walt,craddock
cradlri01,rickey,cradle
craftha01,harry,craft
craftmo01,molly,craft
craghho01,howard,craghead
craigal01,allen,craig
craigge01,george,craig
craigpe01,pete,craig
craigro01,roger,craig
craigro02,rod,craig
crainje01,jesse,crain
cramebi01,bill,cramer
cramebo01,bobby,cramer
cramedi01,edward,cramer
cramedo01,doc,cramer
cramje01,jerry,cram
crandde01,del,crandall
cranddo01,doc,crandall
craneed01,ed,crane
cranefr01,fred,crane
cranesa02,sam,crane
cravaga01,gavvy,cravath
cravebi01,bill,craver
cravyty01,tyler,cravy
crawfbr01,brandon,crawford
crawfca01,carlos,crawford
crawfca02,carl,crawford
crawfev01,evan,crawford
crawffo01,forrest,crawford
crawfge01,george,crawford
crawfgl01,glenn,crawford
crawfja01,jake,crawford
crawfji01,jim,crawford
crawfjo01,joe,crawford
crawfjp01,jp,crawford
crawfke01,ken,crawford
crawfla01,larry,crawford
crawfpa01,pat,crawford
crawfpa02,paxton,crawford
crawfsa01,sam,crawford
crawfst01,steve,crawford
crawfwi01,willie,crawford
creamge01,george,creamer
credejo01,joe,crede
creebi01,birdie,cree
creedco01,connie,creeden
creedpa01,pat,creeden
creegma01,mark,creegan
creekdo01,doug,creek
creelgu01,gus,creely
creelja01,jack,creel
creelke01,keith,creel
cregape01,pete,cregan
cregebe01,bernie,creger
cremibo01,bob,cremins
crespce01,cesar,crespo
crespcr01,creepy,crespi
crespfe01,felipe,crespo
cressja01,jack,cressend
cresswa01,walker,cress
crewsti01,tim,crews
crichst01,stefan,crichton
crickky01,kyle,crick
crideje01,jerry,crider
crigelo01,lou,criger
crimch01,chuck,crim
crimija01,jack,crimian
cripeda01,dave,cripe
criscda01,dave,criscione
criscto01,tony,criscola
crishpa01,pat,crisham
crispco01,coco,crisp
crispjo01,joe,crisp
crissdo01,dode,criss
cristbi01,bill,cristall
cristch01,ches,crist
cristle01,leo,cristante
critcmo01,morrie,critchley
critzhu01,hughie,critz
crockcl01,claude,crocker
crockda01,davey,crockett
crockky01,kyle,crockett
croftar01,art,croft
croftha01,harry,croft
crolifr01,fred,crolius
cromawa01,warren,cromartie
cromedt01,dt,cromer
crometr01,tripp,cromer
cromphe01,herb,crompton
crompne01,ned,crompton
cronch01,chris,cron
croncj01,cj,cron
cronera01,ray,crone
cronibi01,bill,cronin
cronida01,dan,cronin
cronija01,jack,cronin
croniji01,jim,cronin
cronijo01,joe,cronin
crookja01,jack,crooks
crookto01,tom,crooke
crosbbo01,bobby,crosby
crosbbu01,bubba,crosby
crosbca01,casey,crosby
crosbed01,ed,crosby
crosbge01,george,crosby
crosbke01,ken,crosby
crosefr01,frankie,crosetti
crossam01,amos,cross
crosscl01,clarence,cross
crossfr01,frank,cross
crossfr02,frank,crossin
crossje01,jeff,cross
crossjo01,joe,cross
crossla01,lave,cross
crossle01,lem,cross
crossmo01,monte,cross
crothdo01,doug,crothers
crottjo01,joe,crotty
crottmi01,michael,crotta
croucbi02,bill,crouch
croucfr01,frank,croucher
croucja01,jack,crouch
croucza01,zach,crouch
crousbu01,buck,crouse
crousri01,rich,croushore
crowaa01,aaron,crow
crowdal01,general,crowder
crowde01,dean,crow
crowdo01,don,crow
crowebi01,billy,crowell
croweca01,cap,crowell
crowege01,george,crowe
croweji01,jim,crowell
crowetr01,trevor,crowe
crowlbi01,bill,crowley
crowled01,ed,crowley
crowljo01,john,crowley
crowlte01,terry,crowley
crowswo01,woody,crowson
crozier01,eric,crozier
crucefr01,francisco,cruceta
crudami01,mike,crudale
cruiswa01,walton,cruise
crumca01,cal,crum
crumlge01,gene,crumling
crumpbu01,buddy,crump
crumpro01,roy,crumpler
crutcdi01,dick,crutcher
cruthpr01,press,cruthers
cruzde01,deivi,cruz
cruzen01,enrique,cruz
cruzfa01,fausto,cruz
cruzhe01,hector,cruz
cruzhe02,henry,cruz
cruziv01,ivan,cruz
cruzja01,jacob,cruz
cruzjo02,jose,cruz
cruzju01,julio,cruz
cruzju02,juan,cruz
cruzlu01,luis,cruz
cruzne02,nelson,cruz
cruzrh01,rhiner,cruz
cruzto01,tommy,cruz
cruzto02,todd,cruz
cruzto03,tony,cruz
cruzvi01,victor,cruz
cubbami01,mike,cubbage
cubilda01,darwin,cubillan
cuccial01,al,cuccinello
cuccito01,tony,cuccinello
cuccuco01,cookie,cuccurullo
cuddymi01,michael,cuddyer
cudwoji01,jim,cudworth
cuellbo01,bobby,cuellar
cuellch01,charlie,cuellar
cuellmi01,mike,cuellar
cuetobe01,bert,cueto
cuetojo01,johnny,cueto
cuetoma01,manuel,cueto
cuevano01,noel,cuevas
cuevawi01,william,cuevas
cuffjo01,john,cuff
culbech01,charlie,culberson
culbele01,leon,culberson
culledi01,dick,culler
culleja01,jack,cullen
cullejo01,john,cullen
cullero01,roy,cullenbine
culleti01,tim,cullen
cullobu01,bud,culloton
culloni02,nick,cullop
culmewi01,wil,culmer
culpbe01,benny,culp
culpbi01,bill,culp
culpra01,ray,culp
culvege01,george,culver
cumbejo01,john,cumberland
cummica01,candy,cummings
cummija01,jack,cummings
cummijo01,john,cummings
cummimi01,midre,cummings
cummist01,steve,cummings
cumptbr01,brandon,cumpton
cunnawi01,will,cunnane
cunniaa01,aaron,cunningham
cunnibe01,bert,cunningham
cunnibi02,bill,cunningham
cunnibr01,bruce,cunningham
cunnibr02,brandon,cunniff
cunnige01,george,cunningham
cunnijo01,joe,cunningham
cunnimi01,mike,cunningham
cunnira01,ray,cunningham
cunnito01,todd,cunningham
cuppyni01,nig,cuppy
curledo01,doc,curley
currasa01,sammy,curran
currela01,lafayette,currence
currepe01,john,curran
curribi01,bill,currie
curricl01,clarence,currie
currimu01,murphy,currie
curripe01,perry,currin
curryge01,george,curry
curryji01,jim,curry
curryst01,steve,curry
curryto01,tony,curry
currywe01,wes,curry
curtich01,chad,curtis
curticl01,cliff,curtis
curtico01,colin,curtis
curtied99,ed,curtis
curtier01,jim,curtiss
curtifr01,fred,curtis
curtige01,gene,curtis
curtiha01,harry,curtis
curtija01,jack,curtis
curtije01,jermaine,curtis
curtijo01,john,curtis
curtijo02,john,curtiss
curtive01,vern,curtis
curtiza01,zac,curtis
curtrgu01,guy,curtright
cushmch99,charlie,cushman
cushmed01,ed,cushman
cushmha01,harvey,cushman
cusicja01,jack,cusick
cusicto01,andy,cusick
custja01,jack,cust
cuthbch01,cheslor,cuthbert
cuthbne01,ned,cuthbert
cutshge01,george,cutshaw
cuyleki01,kiki,cuyler
cuylemi01,milt,cuyler
cvengmi01,mike,cvengros
cyperal01,al,cypert
cyrer01,eric,cyr
czajkji01,jim,czajkowski
daalom01,omar,daal
dacqujo01,john,d'acquisto
dadepa01,paul,dade
dagenjo01,john,dagenhard
daglipe01,pete,daglia
dagrean01,angelo,dagres
dahlda01,david,dahl
dahlebi01,bill,dahlen
dahlgba01,babe,dahlgren
dahlja01,jay,dahl
dahlkje01,jerry,dahlke
daiglca01,casey,daigle
dailebi01,bill,dailey
dailejo01,john,dailey
dailesa01,sam,dailey
dailevi01,vince,dailey
dailyco01,con,daily
dailyed01,ed,daily
dailyhu01,hugh,daily
daisege01,george,daisy
dalcabr01,bruce,dalcanton
daleca01,carl,dale
dalege01,gene,dale
dalenpe01,pete,dalena
dalesma01,mark,dalesandro
daleybi01,bill,daley
daleybu01,bud,daley
daleyjo01,john,daley
daleyju01,jud,daley
daleyma01,matt,daley
daleype01,pete,daley
daleyto01,tom,daley
dalledo01,dom,dallessandro
dallibr01,brian,dallimore
dalryab01,abner,dalrymple
dalrybi01,bill,dalrymple
dalrycl01,clay,dalrymple
daltoja01,jack,dalton
daltomi01,mike,dalton
dalybe01,bert,daly
dalyge01,george,daly
dalyjo01,joe,daly
dalysu01,sun,daly
dalyto02,tom,daly
damasja01,jack,damaska
dambi01,bill,dam
damicje02,jeff,d'amico
dammabi01,bill,dammann
damonjo01,johnny,damon
damraha01,harry,damrau
dandrra99,ray,dandridge
danekpa01,pat,daneker
daneyar01,art,daney
danfoda01,dave,danforth
daniebe01,bert,daniels
daniebe02,bennie,daniels
daniech01,charlie,daniels
daniech02,chuck,daniel
danieja01,jake,daniel
danieja02,jack,daniels
danieka01,kal,daniels
daniela01,law,daniels
daniepe01,pete,daniels
danieto01,tony,daniels
danisty01,tyler,danish
danksjo01,john,danks
danksjo02,jordan,danks
dannebu01,buck,danner
danniha01,harry,danning
danniik01,ike,danning
dantofa01,fats,dantonio
dantoja01,jamie,d'antona
danziba01,babe,danzig
dappecl01,cliff,dapper
darbyge01,george,darby
darcypa01,pat,darcy
darenvi01,vic,darensbourg
darincl01,cliff,daringer
darinro01,rolla,daringer
darkal01,al,dark
darlide01,dell,darling
darliro01,ron,darling
darnach01,chase,d'arnaud
darnatr01,travis,d'arnaud
darnebo01,bob,darnell
darneja01,james,darnell
darnelo01,logan,darnell
darraja01,jack,darragh
darrmi02,mike,darr
darroge01,george,darrow
darviyu01,yu,darvish
darwibo01,bobby,darwin
darwida01,danny,darwin
darwije01,jeff,darwin
dascedo01,doug,dascenzo
dashiwa01,wally,dashiell
dashnle01,lee,dashner
dassofr01,frank,dasso
datzje01,jeff,datz
daubabr01,brian,daubach
daubda01,dan,daub
daubeha01,harry,daubert
daubeja01,jake,daubert
dauerri01,rich,dauer
daughbo01,bob,daughters
daughdo01,doc,daugherty
daughja01,jack,daugherty
daultda01,darren,daulton
daussho01,hooks,dauss
davalvi01,vic,davalillo
davalyo01,yo-yo,davalillo
davanje01,jerry,davanon
davanje02,jeff,davanon
davencl01,claude,davenport
davenda01,dave,davenport
davenji01,jim,davenport
davenjo01,joe,davenport
davenlu01,lum,davenport
daveymi01,mike,davey
daveyto01,tom,davey
daviara01,ray,daviault
davidan01,andre,david
davidbi01,bill,davidson
davidbo01,bob,davidson
davidcl01,claude,davidson
davidcl02,cleatus,davidson
davidda01,dave,davidson
davidda02,daniel,davidson
davidho01,homer,davidson
davidma01,mark,davidson
davidma02,matt,davidson
davidmo99,mordecai,davidson
davidte01,ted,davidson
daviech01,chick,davies
daviege01,george,davies
davieje01,jerry,davie
davieky01,kyle,davies
davieza01,zach,davies
davisal01,alvin,davis
davisau01,austin,davis
davisbe01,ben,davis
davisbi01,bill,davis
davisbl01,blake,davis
davisbo02,bob,davis
davisbr01,brandy,davis
davisbr02,brock,davis
davisbr03,brad,davis
davisbu01,bud,davis
davisbu02,butch,davis
davisch01,chili,davis
davisch02,chris,davis
daviscr01,crash,davis
daviscu01,curt,davis
davisda01,daisy,davis
davisdi01,dixie,davis
davisdi02,dick,davis
davisdo02,doug,davis
daviser01,eric,davis
daviser02,erik,davis
davisge01,george,davis
davisge02,iron,davis
davisge03,gerry,davis
davisgl01,glenn,davis
davisha02,harry,davis
davisik02,ike,davis
davisir01,ira,davis
davisja01,jacke,davis
davisja02,jason,davis
davisjd01,jd,davis
davisji01,jim,davis
davisjj01,jj,davis
davisjo02,jody,davis
davisjo03,joel,davis
davisjo04,john,davis
davisjo05,jonathan,davis
davisju01,jumbo,davis
daviska01,kane,davis
daviskh01,khris,davis
daviski01,kiddo,davis
davisla01,lance,davis
davisle01,lefty,davis
davisma02,mark,davis
davismi01,mike,davison
davismi02,mike,davis
davisod01,odie,davis
davisot01,otis,davis
davispe01,peaches,davis
davisra01,rajai,davis
davisro02,ron,davis
davisro03,rookie,davis
davisru01,russ,davis
davissc01,scott,davison
davissp01,spud,davis
davisst02,storm,davis
davisst03,steve,davis
davista01,taylor,davis
davisti01,tim,davis
davisto01,tod,davis
davisto03,tommy,davis
davistr01,trench,davis
daviswa01,wade,davis
daviswi01,wiley,davis
daviswi02,willie,davis
daviswo01,woody,davis
dawkitr01,travis,dawkins
dawlebi01,bill,dawley
dawlejo01,joey,dawley
dawsoan01,andre,dawson
dawsojo01,joe,dawson
dawsore01,rex,dawson
daybi01,bill,day
daybo01,boots,day
dayde01,dewon,day
dayetbr01,brian,dayett
dayjo99,john,day
dayle99,leon,day
dayleke01,ken,dayley
daype01,pearidge,day
daytogr01,grant,dayton
dayza01,zach,day
deaglre01,ren,deagle
deagoro01,roger,deago
dealch01,charlie,deal
dealco01,cot,deal
dealli01,lindsay,deal
dealsn01,snake,deal
dealypa01,pat,dealy
deanau01,austin,dean
deanch01,chubby,dean
deandi01,dizzy,dean
deando01,dory,dean
deaneha01,harry,deane
deanha01,harry,dean
deanpa01,paul,dean
deanpa02,pat,dean
deanto01,tommy,dean
deanwa01,wayland,dean
dearbu01,buddy,dear
dearmch01,charlie,dearmond
deasljo01,john,deasley
deaslpa01,pat,deasley
deazaal01,alejandro,deaza
debarde01,dennis,debarr
deberha01,hank,deberry
deberjo01,joe,deberry
debusad01,adam,debus
debusda01,dave,debusschere
decasyu01,yurendell,decaster
decatar01,art,decatur
decindo01,doug,decinces
deckeco01,cody,decker
deckefr01,frank,decker
deckege01,george,decker
deckeha01,harry,decker
deckeja01,jaff,decker
deckejo01,joe,decker
deckema01,marty,decker
deckest01,steve,decker
dedear01,artie,dede
dedearo01,rod,dedeaux
dedmoje01,jeff,dedmon
dedriji01,jim,dedrick
dedunsa01,sam,deduno
deegadu01,dummy,deegan
deeji01,jim,dee
deerijo01,john,deering
deerro01,rob,deer
deesch01,charlie,dees
deesh01,shorty,dee
deetzde01,dean,deetz
defatto01,tony,defate
defraju01,justin,defratus
defrato99,tony,defrancesco
defrear01,arturo,defreites
degermi01,mike,degerick
degroja01,jacob,degrom
degroru01,rube,degroff
dehaako01,kory,dehaan
deharri01,rick,dehart
dehlmhe01,herman,dehlman
deideji01,jim,deidel
deinipe01,pep,deininger
deisepa01,pat,deisel
deitrbi01,bill,deitrick
dejanmi01,mike,dejan
dejeami01,mike,dejean
dejesda01,david,dejesus
dejesiv02,ivan,dejesus
dejesjo01,jose,dejesus
dejohma01,mark,dejohn
dejonch01,chase,dejong
dejonjo01,jordan,dejong
dejonpa01,paul,dejong
dekonbi01,bill,dekoning
delabst01,steve,delabar
delaceu01,frankie,delacruz
delacjo01,joel,delacruz
delacto01,tommy,delacruz
delahed01,ed,delahanty
delahfr01,frank,delahanty
delahji01,jim,delahanty
delahjo01,joe,delahanty
delahmi01,mike,delahoz
delahto01,tom,delahanty
delamro01,roland,delamaza
delanar01,art,delaney
delanbi01,bill,delaney
delanbi02,bill,delancey
delanro01,rob,delaney
delarda01,dane,delarosa
delareu01,eury,delarosa
delarfr01,francisco,delarosa
delarje01,jesus,delarosa
delarjo01,jorge,delarosa
delarru01,rubby,delarosa
delarto01,tomas,delarosa
delatjo01,jose,delatorre
delcama01,manny,delcarmen
deleojo01,jose,deleon
deleojo02,jorge,deleon
deleojo03,jose,deleon
deleolu01,luis,deleon
delgaal01,alex,delgado
delgaca01,carlos,delgado
delgaje01,jesus,delgado
delgapu01,puchy,delgado
delgara01,randall,delgado
delgawi01,wilson,delgado
delgrbo01,bobby,delgreco
delhifl01,flame,delhi
delisju01,juan,delis
delkeed01,eddie,delker
dellaja01,jason,dellaero
delluda01,david,dellucci
dellwh01,wheezer,dell
delmabe01,bert,delmas
delmoni01,nick,delmonico
delocik01,ike,delock
delosab01,abel,delossantos
delosen01,enyel,delossantos
delosfa01,fautino,delossantos
deloslu02,luis,delossantos
delosra01,ramon,delossantos
delosva01,valerio,delossantos
delroen01,enerio,delrosario
delsaga01,garton,delsavio
delsiji01,jim,delsing
deltomi01,miguel,deltoro
delucri01,rich,delucia
demaejo01,joe,demaestri
demaral01,al,demaree
demarbi01,billy,demars
demarch01,chris,demaria
demarfr01,fred,demarais
demarfr02,frank,demaree
demelsa01,sam,demel
demerjo01,john,demerit
demerla01,larry,demery
demetdo01,don,demeter
demetst01,steve,demeter
demilha01,harry,demiller
demmira01,ray,demmitt
demoldo01,don,demola
demonge01,gene,demontreville
demonle01,lee,demontreville
demotbe01,ben,demott
dempsco01,con,dempsey
dempsma01,mark,dempsey
dempsri01,rick,dempsey
dempsry01,ryan,dempster
dendema01,matt,dendekker
denehbi01,bill,denehy
denketr01,travis,denker
denmabr01,brian,denman
denneky01,kyle,denney
denneto01,tod,dennehey
dennido01,don,dennis
denniot01,otto,denning
denniry01,ryan,dennick
dennyje01,jerry,denny
dennyjo01,john,denny
denorch01,chris,denorfia
densodr01,drew,denson
dentbu01,bucky,dent
dented01,eddie,dent
dentesa01,sam,dente
denzero01,roger,denzer
depanmi01,mike,depangher
depasjo01,joe,depastino
depaujo01,jorge,depaula
depaujo02,jose,depaula
depauju01,julio,depaula
depause01,sean,depaula
dephito01,tony,dephillips
derbyge01,george,derby
derbyge02,gene,derby
dermoma01,matt,dermody
dernibo01,bob,dernier
derosma01,mark,derosa
derricl01,claud,derrick
derriji01,jim,derrington
derrimi01,mike,derrick
derripa01,paul,derringer
derryru01,russ,derry
desajo01,joe,desa
desalma01,matt,desalvo
desauge01,gene,desautels
descada01,daniel,descalso
desclan01,anthony,desclafani
deshaji01,jim,deshaies
deshide02,delino,deshields
deshoji01,jimmie,deshong
desiljo01,john,desilva
desjash01,shorty,desjardien
desmoia01,ian,desmond
despaod01,odrisamer,despaigne
dessaru01,rube,dessau
desseel01,elmer,dessens
destror01,orestes,destrade
dethebo01,bob,detherage
detorge01,george,detore
dettmjo01,john,dettmer
dettoto01,tom,dettore
detwedu01,ducky,detweiler
detwiro01,ross,detwiler
deutsme01,mel,deutsch
devarce01,cesar,devarez
devench01,charlie,devens
devench02,chris,devenski
devermi01,mike,devereaux
deverra01,rafael,devers
devinad01,adrian,devine
devinha01,hal,deviney
devinji01,frank,diven
devinjo01,joey,devine
devinmi01,mickey,devine
devivbe01,bernie,deviveiros
devliar01,art,devlin
devliji03,jim,devlin
devogre01,rex,devogt
devoral01,al,devormer
devordo01,doug,devore
devorjo01,josh,devore
devoywa01,walt,devoy
devrico01,cole,devries
dewalch01,charlie,dewald
deweyma01,mark,dewey
dewilje01,jeff,dewillis
dewitbl01,blake,dewitt
dewitma01,matt,dewitt
dextech01,charlie,dexter
diamosc01,scott,diamond
diamoth01,thomas,diamond
diazal01,alex,diaz
diazal02,aledmys,diaz
diazar01,argenis,diaz
diazbo01,bo,diaz
diazca02,carlos,diaz
diazda01,dayan,diaz
diazed01,edgar,diaz
diazed02,eddy,diaz
diazed04,edwin,diaz
diazei01,einar,diaz
diazel01,elias,diaz
diazfe01,felix,diaz
diazja01,jairo,diaz
diazjo01,jose,diaz
diazjo02,jonathan,diaz
diazju02,juan,diaz
diazju03,jumbo,diaz
diazma01,mario,diaz
diazma02,matt,diaz
diazmi01,mike,diaz
diazmi02,miguel,diaz
diazro01,robinzon,diaz
diazvi01,victor,diaz
diazya01,yandy,diaz
dibblro01,rob,dibble
dibutpe01,pedro,dibut
dickeal01,alex,dickerson
dickebi01,bill,dickey
dickebu01,buttercup,dickerson
dickech01,chris,dickerson
dickeco01,corey,dickerson
dickege01,george,dickerson
dickege02,george,dickey
dickele01,leo,dickerman
dickepa01,paul,dicken
dickera01,ra,dickey
dickmem01,emerson,dickman
dicksbr01,brandon,dickson
dicksja01,jason,dickson
dicksji01,jim,dickson
dicksjo01,johnny,dickshot
dicksla01,lance,dickson
dicksmu01,murry,dickson
dicksok01,o'koyea,dickson
dickswa01,walt,dickson
diddlha99,harry,diddlebock
didiebo01,bob,didier
diehler01,ernie,diehl
diehlge01,george,diehl
diekmja01,jake,diekman
dierich01,chuck,diering
dierkla01,larry,dierker
dietrbi01,bill,dietrich
dietrde01,derek,dietrich
dietzdi01,dick,dietz
dietzdu01,dutch,dietz
dietzro01,roy,dietzel
difanja01,jay,difani
difelma01,mark,difelice
difelmi01,mike,difelice
difowi01,wilmer,difo
diggibe01,ben,diggins
diggsre01,reese,diggs
dignast01,steve,dignan
dihigma99,martin,dihigo
dilauja01,jack,dilauro
dillado01,don,dillard
dillago01,gordon,dillard
dillapa01,pat,dillard
dillast01,steve,dillard
dillati01,tim,dillard
dillhpi01,pickles,dillhoefer
dillibo01,bob,dillinger
dilliha01,harley,dillinger
dillmbi01,bill,dillman
dillojo01,john,dillon
dillojo02,joe,dillon
dillopa01,packy,dillon
dillopo01,pop,dillon
dillost01,steve,dillon
dilonmi01,miguel,dilone
dimagdo01,dom,dimaggio
dimagjo01,joe,dimaggio
dimagvi01,vince,dimaggio
dimicfr01,frank,dimichele
dimmemi01,mike,dimmel
dinarle01,lenny,dinardo
dineeke01,kerry,dineen
dingeva01,vance,dinges
dingmcr01,craig,dingman
dinkebr01,brian,dinkelman
dinnebi01,bill,dinneen
dioriro01,ron,diorio
dipiebo01,bob,dipietro
dipinfr01,frank,dipino
dipotje01,jerry,dipoto
dirksan01,andy,dirks
disarga01,gary,disarcina
dischge01,george,disch
dishmgl01,glenn,dishman
distaal01,alec,distaso
distebe01,benny,distefano
distedu01,dutch,distel
ditmaar01,art,ditmar
dittmja01,jack,dittmer
divismo01,moxie,divis
dixonbr01,brandon,dixon
dixonke01,ken,dixon
dixonle01,leo,dixon
dixonso01,sonny,dixon
dixonst01,steve,dixon
dixonto01,tom,dixon
dlugabr01,brent,dlugach
doakbi01,bill,doak
doanewa01,walt,doan
dobbeda01,dan,dobbek
dobbjo01,john,dobb
dobbsgr01,greg,dobbs
dobbsjo01,john,dobbs
dobenra01,ray,dobens
doberje01,jess,dobernic
dobsoch01,chuck,dobson
dobsojo01,joe,dobson
dobsopa01,pat,dobson
dobyla01,larry,doby
